revenue|sales|city
1023365|3|Durham
885890|3|Oxford
1046841|3|Durham
1350912|2|Cambridge
1093947|2|Durham
379634|4|London
596354|3|Oxford
636725|3|Oxford
314962|2|London
916155|4|Durham
282327|3|London
648696|2|Oxford
1640831|2|Cambridge
273061|2|London
825828|4|Oxford
355012|3|London
1685569|2|Cambridge
1423063|4|Cambridge
1241424|1|Durham
185805|2|London
907446|4|Durham
386706|3|London
807435|3|Oxford
1521388|1|Cambridge
683642|3|Oxford
1596033|4|Cambridge
674681|4|Oxford
467134|3|Oxford
332583|1|London
1748538|3|Cambridge
979590|4|Durham
552786|1|Oxford
1360850|3|Cambridge
692581|3|Oxford
330317|3|London
889158|4|Oxford
1636318|2|Cambridge
1747919|3|Cambridge
1488592|4|Cambridge
951080|1|Durham
295890|3|London
134165|3|London
814490|3|Oxford
1442827|2|Cambridge
584293|2|Oxford
742597|3|Oxford
580030|1|Oxford
1093512|2|Durham
1328699|3|Durham
1271022|4|Durham
1354743|1|Cambridge
1051212|3|Durham
126985|3|London
879815|3|Oxford
892265|4|Oxford
85710|3|London
1432266|3|Cambridge
1740268|3|Cambridge
1153486|3|Durham
1062758|2|Durham
137183|2|London
1519475|3|Cambridge
400249|4|London
1393932|3|Cambridge
837504|1|Oxford
502588|3|Oxford
502757|4|Oxford
1416517|1|Cambridge
1748832|1|Cambridge
1582228|2|Cambridge
52547|3|London
863953|3|Oxford
1663915|3|Cambridge
40416|3|London
498077|1|Oxford
537397|1|Oxford
834593|3|Oxford
1393908|1|Cambridge
667108|3|Oxford
638488|3|Oxford
854935|1|Oxford
1779965|3|Cambridge
886605|3|Oxford
8362|4|London
1513327|3|Cambridge
1757696|3|Cambridge
1380827|4|Cambridge
1668077|3|Cambridge
1667965|3|Cambridge
1693065|2|Cambridge
415432|2|London
1168516|4|Durham
85758|3|London
362860|4|London
823758|4|Oxford
662625|3|Oxford
1119474|3|Durham
354647|3|London
450646|4|Oxford
1181908|3|Durham
1050397|3|Durham
561640|2|Oxford
792467|1|Oxford
1164109|1|Durham
1438405|3|Cambridge
75399|3|London
1293904|2|Durham
528536|2|Oxford
275116|4|London
754816|3|Oxford
1786396|4|Cambridge
495717|2|Oxford
1250188|3|Durham
503962|1|Oxford
98087|2|London
300506|1|London
820894|4|Oxford
766588|3|Oxford
1256549|2|Durham
307832|3|London
710351|3|Oxford
1454102|2|Cambridge
32318|2|London
665511|2|Oxford
294504|3|London
268074|4|London
98293|4|London
386098|4|London
207524|3|London
1322023|3|Durham
517815|2|Oxford
622585|3|Oxford
98157|4|London
1712000|3|Cambridge
71683|2|London
710149|1|Oxford
1114163|4|Durham
124316|3|London
705342|4|Oxford
249009|4|London
1283003|3|Durham
1705147|3|Cambridge
1033566|4|Durham
1029036|4|Durham
1605172|3|Cambridge
1002646|3|Durham
1144985|3|Durham
893788|3|Oxford
160924|3|London
1048336|3|Durham
191465|3|London
931178|3|Durham
574385|2|Oxford
239088|3|London
854375|3|Oxford
540654|4|Oxford
1031385|3|Durham
106934|4|London
676703|3|Oxford
742775|2|Oxford
102849|3|London
75001|1|London
1552821|3|Cambridge
451903|3|Oxford
491164|4|Oxford
1063040|3|Durham
223549|4|London
1361278|3|Cambridge
1091306|4|Durham
1086041|1|Durham
813221|3|Oxford
809425|2|Oxford
1086291|3|Durham
916782|2|Durham
1380626|3|Cambridge
1644292|2|Cambridge
371523|3|London
309689|3|London
1039749|3|Durham
691147|2|Oxford
1604114|4|Cambridge
1416190|3|Cambridge
462028|3|Oxford
710646|4|Oxford
255280|1|London
659261|3|Oxford
592323|3|Oxford
1492847|4|Cambridge
144818|4|London
258420|2|London
283842|2|London
1076447|3|Durham
1211186|2|Durham
355749|4|London
1724685|2|Cambridge
1675355|4|Cambridge
365812|1|London
1074461|3|Durham
960766|2|Durham
1560399|3|Cambridge
182628|3|London
268031|2|London
1086937|4|Durham
704494|3|Oxford
884420|4|Oxford
225538|4|London
1134302|3|Durham
1514505|4|Cambridge
187179|4|London
487653|3|Oxford
1265394|3|Durham
740566|4|Oxford
406206|3|London
831975|4|Oxford
1055320|4|Durham
1664720|3|Cambridge
463026|2|Oxford
1119561|1|Durham
54471|3|London
258284|2|London
312191|3|London
1074579|2|Durham
194133|3|London
1229592|3|Durham
90050|3|London
1629742|3|Cambridge
1052089|3|Durham
118747|4|London
733488|3|Oxford
517318|2|Oxford
1647611|3|Cambridge
1185675|3|Durham
1123134|3|Durham
1500240|3|Cambridge
580069|3|Oxford
1491839|3|Cambridge
713014|4|Oxford
469614|3|Oxford
820906|3|Oxford
742053|4|Oxford
1243400|1|Durham
555680|2|Oxford
148598|1|London
618369|3|Oxford
619064|4|Oxford
1202353|3|Durham
1298908|3|Durham
351416|3|London
1295131|3|Durham
684253|4|Oxford
422718|1|London
1489371|2|Cambridge
1338949|3|Durham
1116609|2|Durham
917500|3|Durham
765055|2|Oxford
1209143|3|Durham
1441724|3|Cambridge
856509|3|Oxford
21532|3|London
710538|2|Oxford
1314373|4|Durham
1741325|4|Cambridge
1569406|4|Cambridge
1135438|3|Durham
981202|3|Durham
851208|3|Oxford
672520|2|Oxford
1553113|3|Cambridge
665371|4|Oxford
489451|3|Oxford
674310|2|Oxford
225143|3|London
130130|2|London
1387768|4|Cambridge
1218346|3|Durham
150433|3|London
1256818|3|Durham
1494402|1|Cambridge
429572|4|London
165444|4|London
432204|3|London
190341|2|London
985729|4|Durham
579603|3|Oxford
271765|4|London
1176407|2|Durham
186840|3|London
126950|3|London
1648901|3|Cambridge
1553762|2|Cambridge
31333|3|London
224928|4|London
927002|1|Durham
465668|3|Oxford
518150|3|Oxford
1590984|3|Cambridge
14570|4|London
1113753|4|Durham
447277|2|London
486472|2|Oxford
151059|3|London
1549760|4|Cambridge
800292|2|Oxford
1374109|3|Cambridge
1257779|3|Durham
947221|3|Durham
884943|3|Oxford
839356|2|Oxford
575958|3|Oxford
180911|3|London
250117|4|London
1627877|3|Cambridge
767425|4|Oxford
355275|1|London
731246|4|Oxford
1600462|3|Cambridge
1081952|3|Durham
353148|4|London
206347|3|London
1037048|3|Durham
158309|3|London
661451|4|Oxford
1387343|4|Cambridge
488839|2|Oxford
273360|1|London
525941|4|Oxford
1152498|3|Durham
395015|4|London
1426235|3|Cambridge
1301436|2|Durham
816220|2|Oxford
1311985|4|Durham
1729979|3|Cambridge
275395|3|London
1383394|4|Cambridge
381502|3|London
1517761|3|Cambridge
1258378|2|Durham
1668899|3|Cambridge
620299|3|Oxford
585010|3|Oxford
302709|3|London
1220320|3|Durham
91824|3|London
163466|4|London
541731|2|Oxford
1050498|4|Durham
486148|2|Oxford
883066|2|Oxford
277356|3|London
655298|3|Oxford
1370532|3|Cambridge
845662|4|Oxford
841376|4|Oxford
977579|1|Durham
1614048|2|Cambridge
79395|4|London
789764|2|Oxford
1652839|2|Cambridge
1171604|3|Durham
222465|4|London
586849|3|Oxford
613840|3|Oxford
1507901|2|Cambridge
1351337|3|Cambridge
221981|3|London
39814|2|London
830865|4|Oxford
1435690|2|Cambridge
1791518|3|Cambridge
167512|3|London
909788|1|Durham
275166|4|London
361512|2|London
1497944|3|Cambridge
764173|3|Oxford
86929|3|London
1493726|4|Cambridge
231581|1|London
774166|3|Oxford
632172|2|Oxford
704688|3|Oxford
1760970|1|Cambridge
1727935|3|Cambridge
1209906|1|Durham
1153399|3|Durham
768828|4|Oxford
1614316|3|Cambridge
1529477|3|Cambridge
641593|2|Oxford
761949|3|Oxford
199369|4|London
222107|4|London
1134520|3|Durham
1066441|4|Durham
221982|3|London
54843|2|London
1657311|4|Cambridge
1475622|3|Cambridge
906204|3|Durham
1446684|3|Cambridge
666737|3|Oxford
485378|2|Oxford
1120393|4|Durham
1471065|3|Cambridge
1269290|4|Durham
1740802|4|Cambridge
1667782|1|Cambridge
1527781|2|Cambridge
99034|2|London
744240|3|Oxford
957307|2|Durham
1056153|4|Durham
964904|3|Durham
1113041|2|Durham
1525246|3|Cambridge
942346|2|Durham
1522755|3|Cambridge
1774692|4|Cambridge
1324588|4|Durham
580707|3|Oxford
538801|4|Oxford
704007|3|Oxford
619831|2|Oxford
505269|3|Oxford
763971|4|Oxford
1398633|1|Cambridge
574266|2|Oxford
463125|3|Oxford
327382|4|London
754977|3|Oxford
1415962|2|Cambridge
1290248|4|Durham
26598|3|London
976385|3|Durham
122138|1|London
663827|3|Oxford
904252|2|Durham
677893|3|Oxford
1445092|3|Cambridge
1232434|3|Durham
1315236|3|Durham
571300|2|Oxford
1385556|3|Cambridge
1710663|3|Cambridge
1781359|3|Cambridge
1526684|3|Cambridge
1006270|3|Durham
1358680|4|Cambridge
1179686|2|Durham
1035890|2|Durham
560170|3|Oxford
1579480|3|Cambridge
1355045|4|Cambridge
835739|3|Oxford
1138950|2|Durham
1539436|3|Cambridge
515274|2|Oxford
950406|3|Durham
978536|4|Durham
400005|3|London
306448|3|London
618842|3|Oxford
1427962|3|Cambridge
381336|4|London
1605192|3|Cambridge
1530171|3|Cambridge
978882|3|Durham
123170|3|London
1710294|3|Cambridge
1762714|2|Cambridge
1779929|3|Cambridge
3900|3|London
945061|3|Durham
998087|2|Durham
412392|3|London
978345|3|Durham
1111030|3|Durham
750052|4|Oxford
729999|4|Oxford
366635|2|London
755173|1|Oxford
1243342|2|Durham
1507259|4|Cambridge
628703|4|Oxford
1411124|3|Cambridge
40961|4|London
1006793|4|Durham
609719|3|Oxford
712202|4|Oxford
1139300|1|Durham
910720|4|Durham
108415|2|London
487927|4|Oxford
32460|4|London
574125|3|Oxford
1181581|3|Durham
447317|3|London
1677989|3|Cambridge
709552|3|Oxford
68250|4|London
318379|4|London
903570|4|Durham
944147|1|Durham
596378|1|Oxford
1599003|2|Cambridge
1491526|3|Cambridge
723983|3|Oxford
211972|3|London
1479161|3|Cambridge
1451087|3|Cambridge
243592|4|London
143718|2|London
202576|3|London
503324|2|Oxford
898132|3|Durham
1406209|3|Cambridge
1111749|4|Durham
72039|4|London
1474725|3|Cambridge
143025|3|London
1425785|2|Cambridge
479016|3|Oxford
1055971|3|Durham
782925|1|Oxford
1633169|2|Cambridge
946280|3|Durham
930346|2|Durham
1318656|2|Durham
1785771|3|Cambridge
232616|3|London
520344|3|Oxford
1237884|3|Durham
1229007|4|Durham
1623305|3|Cambridge
701157|4|Oxford
6958|2|London
502859|2|Oxford
1413335|3|Cambridge
1446286|3|Cambridge
1073068|2|Durham
468571|3|Oxford
1619298|3|Cambridge
6612|3|London
1279199|3|Durham
59485|3|London
1042336|3|Durham
72535|3|London
175165|1|London
1294875|2|Durham
1447514|2|Cambridge
908702|2|Durham
262130|2|London
693278|1|Oxford
1028165|3|Durham
496964|4|Oxford
1740965|1|Cambridge
1493231|3|Cambridge
833686|4|Oxford
696198|4|Oxford
598687|3|Oxford
815182|3|Oxford
1551150|3|Cambridge
1790069|4|Cambridge
382754|1|London
1080993|2|Durham
251772|2|London
437899|4|London
1667272|2|Cambridge
1327270|2|Durham
1640271|3|Cambridge
21428|3|London
234378|4|London
92354|1|London
180874|3|London
201050|3|London
1334010|2|Durham
1103644|3|Durham
814746|4|Oxford
1671546|3|Cambridge
233536|1|London
918274|2|Durham
1279239|3|Durham
782784|2|Oxford
139021|3|London
1197167|2|Durham
1262869|3|Durham
864529|3|Oxford
468762|4|Oxford
1234736|3|Durham
129233|3|London
1106818|2|Durham
986184|3|Durham
1079332|3|Durham
343663|2|London
246520|2|London
500658|2|Oxford
1030407|2|Durham
678112|3|Oxford
1335355|3|Durham
904067|3|Durham
1335662|3|Durham
900917|1|Durham
744403|4|Oxford
770965|4|Oxford
751307|3|Oxford
1285853|3|Durham
620374|2|Oxford
359648|3|London
1683763|3|Cambridge
632681|2|Oxford
857952|4|Oxford
521410|3|Oxford
431577|4|London
941711|4|Durham
1297767|3|Durham
1455621|4|Cambridge
1792721|4|Cambridge
942810|3|Durham
810769|4|Oxford
18205|3|London
1545609|3|Cambridge
62398|3|London
128699|4|London
194960|4|London
173818|2|London
1634313|2|Cambridge
1554043|4|Cambridge
1641405|4|Cambridge
388558|3|London
6159|3|London
348572|4|London
1200369|4|Durham
324676|4|London
1663690|2|Cambridge
521759|1|Oxford
1747828|4|Cambridge
1095197|4|Durham
788032|3|Oxford
1756465|3|Cambridge
1142027|3|Durham
1173837|2|Durham
686426|3|Oxford
84799|2|London
494152|4|Oxford
1454436|1|Cambridge
1262715|3|Durham
333518|2|London
96599|3|London
40981|3|London
1274824|2|Durham
1443633|3|Cambridge
1309908|3|Durham
395465|3|London
936800|4|Durham
74122|4|London
1421004|3|Cambridge
1137111|3|Durham
1746865|1|Cambridge
702449|3|Oxford
973982|3|Durham
769850|3|Oxford
582563|2|Oxford
1756861|3|Cambridge
410446|3|London
79285|3|London
268817|3|London
1662158|3|Cambridge
402020|2|London
147028|3|London
1527648|3|Cambridge
1333779|3|Durham
293598|3|London
687917|3|Oxford
685239|3|Oxford
1462123|3|Cambridge
875927|3|Oxford
1739103|3|Cambridge
1021298|3|Durham
1224133|4|Durham
826263|2|Oxford
372797|4|London
510764|3|Oxford
746158|3|Oxford
1522720|2|Cambridge
1758737|2|Cambridge
824969|3|Oxford
1075674|2|Durham
1721945|4|Cambridge
1522428|3|Cambridge
223750|1|London
872734|3|Oxford
651092|3|Oxford
1291076|4|Durham
391878|2|London
511118|2|Oxford
635332|4|Oxford
388945|3|London
1520011|2|Cambridge
1002849|4|Durham
1328305|3|Durham
1254275|3|Durham
360707|3|London
1267117|2|Durham
914061|4|Durham
1419634|4|Cambridge
163798|3|London
1299988|3|Durham
2588|4|London
1202866|4|Durham
203915|4|London
866171|2|Oxford
274964|3|London
1434934|3|Cambridge
751092|3|Oxford
1160182|3|Durham
1319118|4|Durham
49756|4|London
350247|3|London
632391|2|Oxford
932431|2|Durham
247681|3|London
579033|2|Oxford
1033986|3|Durham
545957|3|Oxford
95229|2|London
1416325|1|Cambridge
307123|3|London
1534599|3|Cambridge
1463597|3|Cambridge
438197|1|London
990144|2|Durham
1762850|4|Cambridge
1543952|1|Cambridge
968016|3|Durham
6630|3|London
1151475|3|Durham
370516|1|London
1347137|3|Cambridge
190757|3|London
1069661|2|Durham
350162|3|London
613382|3|Oxford
782435|2|Oxford
1033547|3|Durham
1760175|3|Cambridge
1642832|3|Cambridge
328374|2|London
1628737|2|Cambridge
1129051|1|Durham
877437|3|Oxford
781926|1|Oxford
1685656|4|Cambridge
946711|4|Durham
1487381|3|Cambridge
337917|2|London
1319942|2|Durham
1039414|3|Durham
1111336|1|Durham
1729638|1|Cambridge
587041|3|Oxford
1533303|1|Cambridge
1388977|3|Cambridge
209312|4|London
1098484|3|Durham
1305947|3|Durham
681168|3|Oxford
1434358|2|Cambridge
1073618|3|Durham
22640|3|London
1743831|4|Cambridge
1455503|4|Cambridge
1520326|2|Cambridge
1406133|3|Cambridge
337844|2|London
1172111|3|Durham
1360236|3|Cambridge
1449338|1|Cambridge
1489641|4|Cambridge
1144746|3|Durham
608407|3|Oxford
1285044|2|Durham
808947|3|Oxford
1072383|1|Durham
1147067|2|Durham
1367143|2|Cambridge
473853|3|Oxford
993016|3|Durham
196161|4|London
690213|3|Oxford
552121|3|Oxford
718981|2|Oxford
1177945|4|Durham
121517|3|London
1505035|2|Cambridge
529416|3|Oxford
1460731|3|Cambridge
1477865|4|Cambridge
1778636|3|Cambridge
1586897|3|Cambridge
1128474|3|Durham
1217355|2|Durham
623573|3|Oxford
870505|3|Oxford
642504|3|Oxford
93233|4|London
1246022|3|Durham
379743|4|London
1130527|2|Durham
416762|3|London
973977|1|Durham
644446|3|Oxford
830294|4|Oxford
675226|2|Oxford
571122|3|Oxford
673316|3|Oxford
1414008|3|Cambridge
413234|3|London
1306998|4|Durham
6034|2|London
1394419|3|Cambridge
1003686|3|Durham
207882|2|London
1004054|3|Durham
441689|3|London
1288680|3|Durham
767050|3|Oxford
1405376|2|Cambridge
1153728|4|Durham
1476806|1|Cambridge
100370|2|London
1651|3|London
157312|1|London
801816|4|Oxford
1197430|3|Durham
1034036|1|Durham
1747211|3|Cambridge
744836|1|Oxford
1067924|3|Durham
786471|4|Oxford
16411|2|London
602698|1|Oxford
1103245|3|Durham
377303|2|London
910677|2|Durham
606294|3|Oxford
1200689|3|Durham
1714710|2|Cambridge
1287592|2|Durham
1280700|3|Durham
929563|4|Durham
971922|3|Durham
1329222|3|Durham
68983|3|London
1422680|1|Cambridge
176091|2|London
1475169|4|Cambridge
1425201|1|Cambridge
472039|2|Oxford
1204020|4|Durham
1280491|4|Durham
532060|3|Oxford
843067|3|Oxford
1754536|3|Cambridge
1460046|3|Cambridge
1157750|4|Durham
658295|2|Oxford
1665438|4|Cambridge
733132|2|Oxford
278348|1|London
220229|3|London
1143834|4|Durham
797243|3|Oxford
988477|3|Durham
940243|3|Durham
739169|3|Oxford
30922|4|London
1231559|3|Durham
1632598|3|Cambridge
1652962|4|Cambridge
1547749|3|Cambridge
1427764|3|Cambridge
307404|2|London
648528|3|Oxford
685084|3|Oxford
859983|3|Oxford
83252|3|London
966405|3|Durham
1518937|3|Cambridge
1694523|3|Cambridge
109229|3|London
540794|2|Oxford
1646830|4|Cambridge
1218642|3|Durham
1618004|3|Cambridge
709066|3|Oxford
1091368|3|Durham
1552136|1|Cambridge
723266|2|Oxford
809900|3|Oxford
897762|3|Durham
519952|3|Oxford
104700|3|London
1630941|4|Cambridge
1680376|2|Cambridge
1498082|3|Cambridge
51503|4|London
1273548|1|Durham
680158|1|Oxford
448599|4|London
722103|4|Oxford
861617|2|Oxford
520982|3|Oxford
1167135|3|Durham
1429479|3|Cambridge
1097840|3|Durham
1735823|4|Cambridge
1733040|2|Cambridge
1094655|3|Durham
1263013|1|Durham
543898|4|Oxford
1160191|3|Durham
1226671|2|Durham
111675|2|London
1756916|4|Cambridge
1594718|3|Cambridge
262168|4|London
1593186|3|Cambridge
1547329|3|Cambridge
1206535|3|Durham
134497|2|London
1278706|3|Durham
937598|3|Durham
877606|3|Oxford
452410|4|Oxford
572189|3|Oxford
1399423|4|Cambridge
1540574|3|Cambridge
794112|3|Oxford
793904|2|Oxford
398340|3|London
71047|2|London
1403314|3|Cambridge
1604351|4|Cambridge
720375|2|Oxford
1730987|2|Cambridge
1045382|2|Durham
1627789|3|Cambridge
1289860|3|Durham
916450|3|Durham
749015|2|Oxford
661|3|London
1265724|3|Durham
1376617|4|Cambridge
1639533|3|Cambridge
819248|4|Oxford
655483|4|Oxford
226227|4|London
343804|3|London
1318511|3|Durham
1163467|3|Durham
723190|3|Oxford
397253|2|London
1334287|1|Durham
1357086|2|Cambridge
780284|3|Oxford
1059605|4|Durham
193102|3|London
714008|2|Oxford
600628|4|Oxford
1733504|3|Cambridge
153285|2|London
921340|4|Durham
1593676|3|Cambridge
996897|2|Durham
1415738|3|Cambridge
1102662|4|Durham
898976|3|Durham
1125549|3|Durham
1250848|3|Durham
1292093|3|Durham
1183034|3|Durham
1178199|2|Durham
63565|3|London
1049423|3|Durham
493404|3|Oxford
213788|3|London
454990|3|Oxford
1036818|2|Durham
1129796|3|Durham
225333|2|London
1082392|3|Durham
1127099|4|Durham
649417|1|Oxford
1606853|3|Cambridge
1578275|3|Cambridge
1253651|3|Durham
91386|2|London
1532368|2|Cambridge
1663836|3|Cambridge
1536565|3|Cambridge
1478490|1|Cambridge
1298639|3|Durham
386885|3|London
561189|3|Oxford
523303|4|Oxford
1668259|3|Cambridge
66459|3|London
1010262|3|Durham
1005786|1|Durham
1195024|3|Durham
307482|3|London
1716372|2|Cambridge
1726520|3|Cambridge
550904|4|Oxford
199009|3|London
1598835|3|Cambridge
1410497|1|Cambridge
807209|4|Oxford
1066535|1|Durham
450093|3|Oxford
1437998|3|Cambridge
1690686|1|Cambridge
361766|2|London
696465|3|Oxford
363242|1|London
108712|3|London
1701532|2|Cambridge
1564512|3|Cambridge
1148614|3|Durham
1442240|4|Cambridge
618567|3|Oxford
1402261|1|Cambridge
566585|3|Oxford
301381|1|London
961552|3|Durham
1619987|3|Cambridge
249684|2|London
792654|1|Oxford
628292|3|Oxford
1781970|2|Cambridge
52140|4|London
255288|3|London
1609649|3|Cambridge
1595076|2|Cambridge
1305552|3|Durham
960503|1|Durham
1764317|2|Cambridge
881002|4|Oxford
1717913|3|Cambridge
573520|3|Oxford
412197|3|London
1648097|3|Cambridge
1137978|3|Durham
961974|2|Durham
1581723|4|Cambridge
189942|3|London
1768167|3|Cambridge
1336483|1|Durham
1784097|3|Cambridge
1046884|1|Durham
1335593|3|Durham
927909|1|Durham
1455928|3|Cambridge
1183055|1|Durham
329090|3|London
1783009|3|Cambridge
1325646|3|Durham
336894|1|London
34463|4|London
1029702|2|Durham
1123709|3|Durham
1551839|4|Cambridge
893188|3|Oxford
1608329|4|Cambridge
1325078|4|Durham
1439518|1|Cambridge
818890|3|Oxford
847258|4|Oxford
1164932|3|Durham
1186060|3|Durham
1592237|2|Cambridge
747175|3|Oxford
477352|2|Oxford
44532|2|London
973419|3|Durham
161863|4|London
1442975|3|Cambridge
1373495|3|Cambridge
680331|3|Oxford
1042002|4|Durham
762983|2|Oxford
805321|2|Oxford
1302341|3|Durham
1130649|3|Durham
1088167|3|Durham
271928|3|London
1764521|3|Cambridge
1378949|3|Cambridge
407470|3|London
122665|1|London
672401|3|Oxford
1553838|2|Cambridge
1374659|2|Cambridge
530070|1|Oxford
447711|3|London
28092|3|London
451625|2|Oxford
1094976|3|Durham
1127004|3|Durham
246614|4|London
259094|3|London
723981|4|Oxford
588851|3|Oxford
870914|3|Oxford
800889|3|Oxford
1571654|2|Cambridge
907983|3|Durham
5016|3|London
1241873|4|Durham
477707|1|Oxford
1647071|3|Cambridge
483599|2|Oxford
562438|3|Oxford
1337079|3|Durham
190022|4|London
275026|2|London
1292779|4|Durham
1028550|3|Durham
571982|3|Oxford
466203|4|Oxford
506889|4|Oxford
1099479|2|Durham
287896|4|London
1323420|3|Durham
1299883|3|Durham
1672392|2|Cambridge
1581996|3|Cambridge
1343955|3|Durham
1715970|4|Cambridge
1458047|1|Cambridge
62651|3|London
1071479|3|Durham
1090094|3|Durham
826499|3|Oxford
1467691|3|Cambridge
955532|2|Durham
1233702|4|Durham
752266|2|Oxford
613414|3|Oxford
556448|3|Oxford
450752|4|Oxford
1514494|2|Cambridge
1757534|3|Cambridge
1162501|4|Durham
1549926|3|Cambridge
926660|3|Durham
211101|4|London
930700|3|Durham
467244|4|Oxford
1438605|3|Cambridge
761194|4|Oxford
1109892|2|Durham
950597|2|Durham
486889|2|Oxford
240180|3|London
431612|2|London
1295964|4|Durham
1036719|3|Durham
769416|3|Oxford
1226636|3|Durham
1177866|2|Durham
667550|2|Oxford
1787617|4|Cambridge
207223|4|London
1429228|4|Cambridge
1642535|4|Cambridge
486025|2|Oxford
986860|3|Durham
108388|2|London
563650|3|Oxford
1049216|3|Durham
907251|3|Durham
1385976|1|Cambridge
489918|3|Oxford
304618|1|London
137895|3|London
552603|2|Oxford
1266992|1|Durham
1616117|3|Cambridge
414736|4|London
138747|4|London
1367704|2|Cambridge
767536|3|Oxford
789237|3|Oxford
489840|1|Oxford
949350|4|Durham
1589701|3|Cambridge
866756|2|Oxford
721653|4|Oxford
573991|4|Oxford
306765|4|London
234973|3|London
511951|4|Oxford
1540231|2|Cambridge
920910|2|Durham
301356|4|London
1258281|3|Durham
564619|4|Oxford
505350|4|Oxford
1419294|3|Cambridge
197435|4|London
294856|3|London
754285|4|Oxford
422499|4|London
103584|1|London
551534|4|Oxford
1477912|3|Cambridge
1003379|3|Durham
1189286|3|Durham
193970|4|London
116431|3|London
754848|3|Oxford
425669|1|London
558969|3|Oxford
389296|3|London
1041863|3|Durham
307456|2|London
306482|2|London
1647070|3|Cambridge
376008|4|London
503460|3|Oxford
893441|3|Oxford
1204524|3|Durham
1033395|4|Durham
1245589|2|Durham
1068878|3|Durham
744757|2|Oxford
1211920|4|Durham
983651|3|Durham
1337754|3|Durham
477252|4|Oxford
99200|4|London
1765104|1|Cambridge
290016|3|London
1068420|3|Durham
35518|3|London
122466|3|London
14921|4|London
1435129|2|Cambridge
1531520|4|Cambridge
534582|2|Oxford
1185867|3|Durham
511692|3|Oxford
23209|4|London
195254|1|London
628885|3|Oxford
198956|3|London
771436|3|Oxford
275211|1|London
670383|2|Oxford
647373|4|Oxford
1786532|3|Cambridge
1780568|1|Cambridge
213290|4|London
1650337|3|Cambridge
168420|4|London
1668459|3|Cambridge
870468|4|Oxford
996288|3|Durham
1404194|2|Cambridge
1056223|4|Durham
223562|3|London
1031579|3|Durham
714247|3|Oxford
1783871|3|Cambridge
1687663|4|Cambridge
1673752|3|Cambridge
1100641|2|Durham
608942|2|Oxford
1280893|2|Durham
683543|3|Oxford
1665825|4|Cambridge
829912|1|Oxford
1615379|3|Cambridge
416808|3|London
1565017|1|Cambridge
1113999|2|Durham
111927|2|London
375608|3|London
83524|4|London
1398199|3|Cambridge
365267|1|London
891962|3|Oxford
1666107|4|Cambridge
1391564|4|Cambridge
1203253|2|Durham
1424762|4|Cambridge
346509|3|London
1589856|3|Cambridge
596842|3|Oxford
129016|3|London
1230046|2|Durham
485271|4|Oxford
1041706|3|Durham
1567098|2|Cambridge
45595|4|London
577929|3|Oxford
440903|3|London
255188|4|London
495086|1|Oxford
1454746|3|Cambridge
405602|3|London
296296|3|London
734537|4|Oxford
933607|3|Durham
535600|3|Oxford
76900|3|London
1397631|2|Cambridge
575386|3|Oxford
1385437|3|Cambridge
1750570|3|Cambridge
425063|3|London
1410037|3|Cambridge
1445627|4|Cambridge
109867|4|London
901229|2|Durham
974718|4|Durham
1074074|3|Durham
1175441|3|Durham
1526176|3|Cambridge
1156167|4|Durham
1308958|1|Durham
1418464|3|Cambridge
487850|2|Oxford
984679|1|Durham
821526|3|Oxford
671714|3|Oxford
1072412|2|Durham
1687196|3|Cambridge
1392959|2|Cambridge
1264542|3|Durham
1770388|3|Cambridge
1258590|3|Durham
79261|1|London
1401888|2|Cambridge
1232613|2|Durham
1701855|4|Cambridge
301538|2|London
1550887|3|Cambridge
127743|2|London
1024659|3|Durham
1683596|4|Cambridge
1694147|3|Cambridge
1120370|3|Durham
1424963|3|Cambridge
607004|4|Oxford
419236|3|London
929364|2|Durham
1708003|4|Cambridge
1731286|4|Cambridge
1125181|1|Durham
593312|4|Oxford
860473|2|Oxford
1250444|3|Durham
404732|2|London
1604712|3|Cambridge
1701|3|London
1399768|3|Cambridge
1670740|2|Cambridge
1173773|1|Durham
1572375|3|Cambridge
185718|3|London
1242352|3|Durham
739662|3|Oxford
1433251|3|Cambridge
1342504|2|Durham
147826|3|London
388204|3|London
484217|1|Oxford
524405|2|Oxford
38543|1|London
1717730|3|Cambridge
269805|1|London
451967|4|Oxford
1773689|3|Cambridge
1554157|3|Cambridge
1650421|4|Cambridge
357752|3|London
438573|4|London
97763|3|London
1224910|3|Durham
231794|3|London
1217774|4|Durham
968007|3|Durham
800697|3|Oxford
1777263|4|Cambridge
313020|3|London
1712351|3|Cambridge
1418071|3|Cambridge
1765909|1|Cambridge
1474982|3|Cambridge
1562196|3|Cambridge
715968|3|Oxford
783920|3|Oxford
968989|3|Durham
458990|4|Oxford
1424280|4|Cambridge
998447|3|Durham
173232|3|London
1166905|3|Durham
1187275|3|Durham
1226082|2|Durham
122420|4|London
1703758|3|Cambridge
607902|3|Oxford
633474|3|Oxford
1707074|3|Cambridge
1277660|3|Durham
1044332|3|Durham
271180|2|London
993580|1|Durham
431938|2|London
1180105|4|Durham
642323|4|Oxford
502299|4|Oxford
725970|3|Oxford
1490441|3|Cambridge
1211289|3|Durham
893357|4|Oxford
1349268|1|Cambridge
1005423|4|Durham
36795|3|London
553380|2|Oxford
1279817|3|Durham
140628|3|London
68503|1|London
894511|4|Oxford
425933|2|London
